TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-03,2026-07-03,FO,NSE,STF,58086,,ABCAPITAL,,2026-08-25,2026-08-25,,,ABCAPITAL26AUGFUT,398.45,408.10,398.45,403.65,403.50,397.40,401.25,403.65,641700,80600,126,158059700.00,111,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67140,,ABCAPITAL,,2026-07-28,2026-07-28,315.00,CE,ABCAPITAL26JUL315CE,0.00,0.00,0.00,74.95,74.95,74.95,401.25,87.70,6200,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67157,,ABCAPITAL,,2026-07-28,2026-07-28,395.00,CE,ABCAPITAL26JUL395CE,14.25,19.30,13.70,16.95,17.10,13.15,401.25,16.95,421600,-142600,374,477582125.00,367,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67262,,ABCAPITAL,,2026-08-25,2026-08-25,450.00,PE,ABCAPITAL26AUG450PE,0.00,0.00,0.00,87.20,0.00,87.20,401.25,54.35,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67237,,ABCAPITAL,,2026-08-25,2026-08-25,370.00,PE,ABCAPITAL26AUG370PE,7.30,7.30,5.95,7.05,7.05,7.30,401.25,7.05,102300,55800,43,50218295.00,27,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67261,,ABCAPITAL,,2026-08-25,2026-08-25,450.00,CE,ABCAPITAL26AUG450CE,0.00,0.00,0.00,6.90,0.00,6.90,401.25,9.85,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78360,,ABCAPITAL,,2026-09-29,2026-09-29,340.00,CE,ABCAPITAL26SEP340CE,0.00,0.00,0.00,66.65,0.00,66.65,401.25,73.90,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67149,,ABCAPITAL,,2026-07-28,2026-07-28,355.00,PE,ABCAPITAL26JUL355PE,1.00,1.05,1.00,1.00,1.00,1.95,401.25,2.35,124000,6200,14,15450710.00,11,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78397,,ABCAPITAL,,2026-09-29,2026-09-29,370.00,CE,ABCAPITAL26SEP370CE,0.00,0.00,0.00,46.70,0.00,46.70,401.25,52.60,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67156,,ABCAPITAL,,2026-07-28,2026-07-28,385.00,PE,ABCAPITAL26JUL385PE,7.55,7.55,4.80,6.00,5.80,8.20,401.25,6.00,793600,96100,324,392485730.00,293,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65757,,ABCAPITAL,,2026-07-28,2026-07-28,400.00,PE,ABCAPITAL26JUL400PE,14.70,14.70,9.95,11.75,11.45,15.30,401.25,11.75,796700,124000,996,1270126420.00,798,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78402,,ABCAPITAL,,2026-09-29,2026-09-29,370.00,PE,ABCAPITAL26SEP370PE,0.00,0.00,0.00,19.10,0.00,19.10,401.25,15.60,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65760,,ABCAPITAL,,2026-07-28,2026-07-28,420.00,CE,ABCAPITAL26JUL420CE,5.00,7.50,4.85,6.35,6.50,4.60,401.25,6.35,1264800,313100,1177,1557068000.00,1011,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67238,,ABCAPITAL,,2026-08-25,2026-08-25,380.00,CE,ABCAPITAL26AUG380CE,0.00,0.00,0.00,24.35,0.00,24.35,401.25,38.55,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67253,,ABCAPITAL,,2026-08-25,2026-08-25,440.00,CE,ABCAPITAL26AUG440CE,0.00,0.00,0.00,8.40,0.00,8.40,401.25,12.25,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78246,,ABCAPITAL,,2026-08-25,2026-08-25,405.00,CE,ABCAPITAL26AUG405CE,0.00,0.00,0.00,21.15,0.00,21.15,401.25,24.95,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78232,,ABCAPITAL,,2026-08-25,2026-08-25,385.00,CE,ABCAPITAL26AUG385CE,0.00,0.00,0.00,30.50,0.00,30.50,401.25,35.55,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67254,,ABCAPITAL,,2026-08-25,2026-08-25,440.00,PE,ABCAPITAL26AUG440PE,0.00,0.00,0.00,78.85,0.00,78.85,401.25,46.90,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78458,,ABCAPITAL,,2026-09-29,2026-09-29,380.00,PE,ABCAPITAL26SEP380PE,0.00,0.00,0.00,23.30,0.00,23.30,401.25,19.30,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78394,,ABCAPITAL,,2026-09-29,2026-09-29,350.00,PE,ABCAPITAL26SEP350PE,0.00,0.00,0.00,12.20,0.00,12.20,401.25,9.65,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65745,,ABCAPITAL,,2026-07-28,2026-07-28,350.00,PE,ABCAPITAL26JUL350PE,1.10,1.10,0.70,0.85,0.90,1.25,401.25,0.85,827700,-192200,189,205546740.00,130,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65751,,ABCAPITAL,,2026-07-28,2026-07-28,370.00,PE,ABCAPITAL26JUL370PE,3.55,3.60,2.15,2.70,2.65,3.95,401.25,2.70,604500,-31000,352,406636610.00,299,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65753,,ABCAPITAL,,2026-07-28,2026-07-28,380.00,PE,ABCAPITAL26JUL380PE,6.00,6.00,3.80,4.65,4.55,6.55,401.25,4.65,1069500,-9300,380,452983005.00,322,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78249,,ABCAPITAL,,2026-08-25,2026-08-25,415.00,PE,ABCAPITAL26AUG415PE,0.00,0.00,0.00,36.50,0.00,36.50,401.25,30.45,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67147,,ABCAPITAL,,2026-07-28,2026-07-28,345.00,PE,ABCAPITAL26JUL345PE,0.60,0.60,0.60,0.60,0.60,0.90,401.25,1.35,86800,-3100,1,1071360.00,1,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65732,,ABCAPITAL,,2026-07-28,2026-07-28,290.00,PE,ABCAPITAL26JUL290PE,0.00,0.00,0.00,0.10,0.10,0.10,401.25,0.05,9300,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78468,,ABCAPITAL,,2026-09-29,2026-09-29,430.00,CE,ABCAPITAL26SEP430CE,0.00,0.00,0.00,20.00,0.00,20.00,401.25,23.10,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STF,68415,,ABCAPITAL,,2026-09-29,2026-09-29,,,ABCAPITAL26SEPFUT,400.00,409.80,400.00,407.00,406.80,401.15,401.25,407.00,68200,55800,26,32776765.00,22,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78469,,ABCAPITAL,,2026-09-29,2026-09-29,430.00,PE,ABCAPITAL26SEP430PE,0.00,0.00,0.00,51.45,0.00,51.45,401.25,45.20,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67164,,ABCAPITAL,,2026-07-28,2026-07-28,425.00,PE,ABCAPITAL26JUL425PE,0.00,0.00,0.00,64.50,0.00,64.50,401.25,30.75,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78471,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,PE,ABCAPITAL26SEP440PE,0.00,0.00,0.00,58.35,0.00,58.35,401.25,51.70,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65737,,ABCAPITAL,,2026-07-28,2026-07-28,310.00,PE,ABCAPITAL26JUL310PE,0.00,0.00,0.00,1.00,1.00,1.00,401.25,0.10,6200,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78403,,ABCAPITAL,,2026-09-29,2026-09-29,380.00,CE,ABCAPITAL26SEP380CE,0.00,0.00,0.00,41.05,0.00,41.05,401.25,46.45,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65762,,ABCAPITAL,,2026-07-28,2026-07-28,430.00,CE,ABCAPITAL26JUL430CE,3.15,4.80,2.95,4.00,4.00,2.85,401.25,4.00,2024300,-2489300,2487,3347825160.00,1753,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67163,,ABCAPITAL,,2026-07-28,2026-07-28,425.00,CE,ABCAPITAL26JUL425CE,4.45,5.95,4.05,4.95,4.95,3.60,401.25,4.95,914500,-74400,210,280061595.00,192,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65742,,ABCAPITAL,,2026-07-28,2026-07-28,340.00,CE,ABCAPITAL26JUL340CE,0.00,0.00,0.00,51.15,51.15,51.15,401.25,63.65,62000,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78465,,ABCAPITAL,,2026-09-29,2026-09-29,410.00,PE,ABCAPITAL26SEP410PE,0.00,0.00,0.00,38.80,0.00,38.80,401.25,33.40,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65746,,ABCAPITAL,,2026-07-28,2026-07-28,360.00,CE,ABCAPITAL26JUL360CE,46.00,46.00,46.00,46.00,46.00,37.50,401.25,45.85,158100,-3100,1,1258600.00,1,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78395,,ABCAPITAL,,2026-09-29,2026-09-29,360.00,CE,ABCAPITAL26SEP360CE,0.00,0.00,0.00,52.85,0.00,52.85,401.25,59.25,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78393,,ABCAPITAL,,2026-09-29,2026-09-29,350.00,CE,ABCAPITAL26SEP350CE,0.00,0.00,0.00,59.55,0.00,59.55,401.25,66.35,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65764,,ABCAPITAL,,2026-07-28,2026-07-28,440.00,CE,ABCAPITAL26JUL440CE,1.95,2.95,1.90,2.40,2.35,1.65,401.25,2.40,1041600,68200,460,631170385.00,397,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78460,,ABCAPITAL,,2026-09-29,2026-09-29,390.00,CE,ABCAPITAL26SEP390CE,0.00,0.00,0.00,35.90,0.00,35.90,401.25,40.80,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78491,,ABCAPITAL,,2026-09-29,2026-09-29,460.00,CE,ABCAPITAL26SEP460CE,0.00,0.00,0.00,12.30,0.00,12.30,401.25,14.40,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67153,,ABCAPITAL,,2026-07-28,2026-07-28,375.00,PE,ABCAPITAL26JUL375PE,4.60,4.60,2.85,3.60,3.55,5.05,401.25,3.60,282100,-139500,252,295673350.00,208,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65763,,ABCAPITAL,,2026-07-28,2026-07-28,430.00,PE,ABCAPITAL26JUL430PE,28.50,30.00,28.50,29.95,29.95,90.75,401.25,34.35,24800,24800,11,15661665.00,11,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65765,,ABCAPITAL,,2026-07-28,2026-07-28,440.00,PE,ABCAPITAL26JUL440PE,0.00,0.00,0.00,53.00,53.00,53.00,401.25,42.15,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65738,,ABCAPITAL,,2026-07-28,2026-07-28,320.00,CE,ABCAPITAL26JUL320CE,0.00,0.00,0.00,71.80,71.80,71.80,401.25,82.80,6200,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67251,,ABCAPITAL,,2026-08-25,2026-08-25,430.00,PE,ABCAPITAL26AUG430PE,0.00,0.00,0.00,70.75,0.00,70.75,401.25,39.90,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67229,,ABCAPITAL,,2026-08-25,2026-08-25,330.00,PE,ABCAPITAL26AUG330PE,0.00,0.00,0.00,12.75,0.00,12.75,401.25,2.50,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67160,,ABCAPITAL,,2026-07-28,2026-07-28,405.00,PE,ABCAPITAL26JUL405PE,14.55,14.65,12.30,14.45,14.45,48.80,401.25,14.45,142600,142600,325,421442055.00,248,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78461,,ABCAPITAL,,2026-09-29,2026-09-29,390.00,PE,ABCAPITAL26SEP390PE,0.00,0.00,0.00,27.95,0.00,27.95,401.25,23.50,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67162,,ABCAPITAL,,2026-07-28,2026-07-28,415.00,PE,ABCAPITAL26JUL415PE,21.90,21.90,18.00,20.75,20.75,26.30,401.25,24.05,89900,83700,59,79458425.00,53,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78231,,ABCAPITAL,,2026-08-25,2026-08-25,375.00,PE,ABCAPITAL26AUG375PE,0.00,0.00,0.00,15.65,0.00,15.65,401.25,12.00,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67235,,ABCAPITAL,,2026-08-25,2026-08-25,360.00,PE,ABCAPITAL26AUG360PE,4.00,5.00,4.00,5.00,5.00,6.30,401.25,5.00,12400,0,3,3388300.00,3,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67143,,ABCAPITAL,,2026-07-28,2026-07-28,325.00,PE,ABCAPITAL26JUL325PE,0.00,0.00,0.00,1.75,1.75,1.75,401.25,0.35,15500,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78250,,ABCAPITAL,,2026-08-25,2026-08-25,425.00,CE,ABCAPITAL26AUG425CE,0.00,0.00,0.00,14.15,0.00,14.15,401.25,16.85,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78227,,ABCAPITAL,,2026-08-25,2026-08-25,375.00,CE,ABCAPITAL26AUG375CE,0.00,0.00,0.00,36.15,0.00,36.15,401.25,41.75,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67247,,ABCAPITAL,,2026-08-25,2026-08-25,420.00,PE,ABCAPITAL26AUG420PE,0.00,0.00,0.00,62.95,0.00,62.95,401.25,33.50,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65761,,ABCAPITAL,,2026-07-28,2026-07-28,420.00,PE,ABCAPITAL26JUL420PE,27.25,27.25,21.15,23.75,23.70,29.50,401.25,23.75,96100,52700,62,85122745.00,51,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65741,,ABCAPITAL,,2026-07-28,2026-07-28,330.00,PE,ABCAPITAL26JUL330PE,0.40,0.40,0.30,0.35,0.35,0.45,401.25,0.50,105400,6200,11,11264780.00,10,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67152,,ABCAPITAL,,2026-07-28,2026-07-28,375.00,CE,ABCAPITAL26JUL375CE,27.10,33.10,27.10,30.90,30.90,25.00,401.25,30.90,127100,-21700,21,26404715.00,21,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STF,61097,,ABCAPITAL,,2026-07-28,2026-07-28,,,ABCAPITAL26JULFUT,396.05,406.20,396.05,402.25,403.00,395.25,401.25,402.25,36731900,-1143900,2836,3543572490.00,2601,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65743,,ABCAPITAL,,2026-07-28,2026-07-28,340.00,PE,ABCAPITAL26JUL340PE,0.80,0.80,0.40,0.45,0.45,0.65,401.25,0.95,248000,-18600,32,33777135.00,30,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67236,,ABCAPITAL,,2026-08-25,2026-08-25,370.00,CE,ABCAPITAL26AUG370CE,0.00,0.00,0.00,24.00,24.00,24.00,401.25,45.10,3100,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65752,,ABCAPITAL,,2026-07-28,2026-07-28,380.00,CE,ABCAPITAL26JUL380CE,24.25,29.45,24.25,27.05,27.05,22.00,401.25,27.05,409200,-31000,39,49371530.00,34,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67144,,ABCAPITAL,,2026-07-28,2026-07-28,335.00,CE,ABCAPITAL26JUL335CE,0.00,0.00,0.00,56.75,56.75,56.75,401.25,68.35,3100,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67161,,ABCAPITAL,,2026-07-28,2026-07-28,415.00,CE,ABCAPITAL26JUL415CE,6.65,9.10,6.65,7.85,7.95,5.85,401.25,7.85,195300,40300,134,175876020.00,127,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78466,,ABCAPITAL,,2026-09-29,2026-09-29,420.00,CE,ABCAPITAL26SEP420CE,0.00,0.00,0.00,23.30,0.00,23.30,401.25,26.85,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67150,,ABCAPITAL,,2026-07-28,2026-07-28,365.00,CE,ABCAPITAL26JUL365CE,0.00,0.00,0.00,25.20,0.00,25.20,401.25,41.70,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65733,,ABCAPITAL,,2026-07-28,2026-07-28,300.00,CE,ABCAPITAL26JUL300CE,0.00,0.00,0.00,94.00,94.00,94.00,401.25,102.55,3100,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78467,,ABCAPITAL,,2026-09-29,2026-09-29,420.00,PE,ABCAPITAL26SEP420PE,0.00,0.00,0.00,44.90,0.00,44.90,401.25,39.05,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67248,,ABCAPITAL,,2026-08-25,2026-08-25,430.00,CE,ABCAPITAL26AUG430CE,0.00,0.00,0.00,10.15,0.00,10.15,401.25,15.20,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67232,,ABCAPITAL,,2026-08-25,2026-08-25,350.00,CE,ABCAPITAL26AUG350CE,56.75,56.75,56.75,56.75,56.75,51.45,401.25,60.00,18600,0,1,1260925.00,1,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78233,,ABCAPITAL,,2026-08-25,2026-08-25,385.00,PE,ABCAPITAL26AUG385PE,0.00,0.00,0.00,19.90,0.00,19.90,401.25,15.65,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67245,,ABCAPITAL,,2026-08-25,2026-08-25,410.00,PE,ABCAPITAL26AUG410PE,0.00,0.00,0.00,55.50,0.00,55.50,401.25,27.60,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67230,,ABCAPITAL,,2026-08-25,2026-08-25,340.00,CE,ABCAPITAL26AUG340CE,0.00,0.00,0.00,44.35,0.00,44.35,401.25,68.20,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67159,,ABCAPITAL,,2026-07-28,2026-07-28,405.00,CE,ABCAPITAL26JUL405CE,9.20,13.55,9.20,11.70,11.90,8.95,401.25,11.70,1125300,669600,2351,3043181805.00,2099,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67234,,ABCAPITAL,,2026-08-25,2026-08-25,360.00,CE,ABCAPITAL26AUG360CE,0.00,0.00,0.00,15.50,15.50,15.50,401.25,52.30,6200,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65755,,ABCAPITAL,,2026-07-28,2026-07-28,390.00,PE,ABCAPITAL26JUL390PE,9.00,9.60,6.20,7.65,7.50,10.25,401.25,7.65,942400,99200,639,787141925.00,582,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67240,,ABCAPITAL,,2026-08-25,2026-08-25,390.00,CE,ABCAPITAL26AUG390CE,0.00,0.00,0.00,20.65,0.00,20.65,401.25,32.65,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67233,,ABCAPITAL,,2026-08-25,2026-08-25,350.00,PE,ABCAPITAL26AUG350PE,0.00,0.00,0.00,4.70,4.70,4.70,401.25,5.45,3100,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,42673,,ABCAPITAL,,2026-07-28,2026-07-28,450.00,PE,ABCAPITAL26JUL450PE,0.00,0.00,0.00,89.00,0.00,89.00,401.25,50.45,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67158,,ABCAPITAL,,2026-07-28,2026-07-28,395.00,PE,ABCAPITAL26JUL395PE,11.70,11.85,7.95,9.45,9.45,12.65,401.25,9.45,427800,-145700,423,530107750.00,401,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65734,,ABCAPITAL,,2026-07-28,2026-07-28,300.00,PE,ABCAPITAL26JUL300PE,0.00,0.00,0.00,0.20,0.20,0.20,401.25,0.05,86800,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67241,,ABCAPITAL,,2026-08-25,2026-08-25,390.00,PE,ABCAPITAL26AUG390PE,0.00,0.00,0.00,20.00,20.00,20.00,401.25,17.75,12400,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78247,,ABCAPITAL,,2026-08-25,2026-08-25,405.00,PE,ABCAPITAL26AUG405PE,0.00,0.00,0.00,30.35,0.00,30.35,401.25,24.90,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78463,,ABCAPITAL,,2026-09-29,2026-09-29,400.00,PE,ABCAPITAL26SEP400PE,0.00,0.00,0.00,33.15,0.00,33.15,401.25,28.20,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67228,,ABCAPITAL,,2026-08-25,2026-08-25,330.00,CE,ABCAPITAL26AUG330CE,0.00,0.00,0.00,50.70,0.00,50.70,401.25,76.85,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78392,,ABCAPITAL,,2026-09-29,2026-09-29,340.00,PE,ABCAPITAL26SEP340PE,0.00,0.00,0.00,9.50,0.00,9.50,401.25,7.35,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65736,,ABCAPITAL,,2026-07-28,2026-07-28,310.00,CE,ABCAPITAL26JUL310CE,0.00,0.00,0.00,86.10,86.10,86.10,401.25,92.65,24800,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65740,,ABCAPITAL,,2026-07-28,2026-07-28,330.00,CE,ABCAPITAL26JUL330CE,0.00,0.00,0.00,64.10,64.10,64.10,401.25,73.10,18600,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65750,,ABCAPITAL,,2026-07-28,2026-07-28,370.00,CE,ABCAPITAL26JUL370CE,36.00,37.45,34.90,36.15,36.15,29.35,401.25,37.80,164300,21700,13,16372805.00,13,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67154,,ABCAPITAL,,2026-07-28,2026-07-28,385.00,CE,ABCAPITAL26JUL385CE,19.75,26.20,19.75,23.25,23.35,18.80,401.25,23.25,167400,-37200,67,84916595.00,66,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65754,,ABCAPITAL,,2026-07-28,2026-07-28,390.00,CE,ABCAPITAL26JUL390CE,16.65,22.60,16.25,19.85,20.00,15.75,401.25,19.85,911400,-251100,408,518565365.00,365,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78464,,ABCAPITAL,,2026-09-29,2026-09-29,410.00,CE,ABCAPITAL26SEP410CE,0.00,0.00,0.00,27.05,0.00,27.05,401.25,31.05,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78245,,ABCAPITAL,,2026-08-25,2026-08-25,395.00,PE,ABCAPITAL26AUG395PE,0.00,0.00,0.00,24.85,0.00,24.85,401.25,19.95,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78396,,ABCAPITAL,,2026-09-29,2026-09-29,360.00,PE,ABCAPITAL26SEP360PE,0.00,0.00,0.00,15.40,0.00,15.40,401.25,12.40,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67231,,ABCAPITAL,,2026-08-25,2026-08-25,340.00,PE,ABCAPITAL26AUG340PE,0.00,0.00,0.00,16.25,0.00,16.25,401.25,3.75,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,42672,,ABCAPITAL,,2026-07-28,2026-07-28,450.00,CE,ABCAPITAL26JUL450CE,1.20,1.80,1.10,1.40,1.40,0.95,401.25,1.40,682000,406100,532,744706800.00,466,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65756,,ABCAPITAL,,2026-07-28,2026-07-28,400.00,CE,ABCAPITAL26JUL400CE,11.90,16.30,11.25,14.20,14.35,10.85,401.25,14.20,1670900,-139500,2375,3052887440.00,2119,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67239,,ABCAPITAL,,2026-08-25,2026-08-25,380.00,PE,ABCAPITAL26AUG380PE,0.00,0.00,0.00,35.70,0.00,35.70,401.25,13.75,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,78470,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,CE,ABCAPITAL26SEP440CE,0.00,0.00,0.00,17.05,0.00,17.05,401.25,19.80,0,0,0,0.00,0,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,67145,,ABCAPITAL,,2026-07-28,2026-07-28,335.00,PE,ABCAPITAL26JUL335PE,0.50,0.50,0.50,0.50,0.50,0.65,401.25,0.70,24800,-3100,1,1040050.00,1,F1,3100,,,,,
2026-07-03,2026-07-03,FO,NSE,STO,65759,,ABCAPITAL,,2026-07-28,2026-07-28,410.00,PE,ABCAPITAL26JUL410PE,20.15,20.45,14.95,17.20,17.30,21.60,401.25,17.20,201500,68200,155,205016175.00,145,F1,3100,,,,,
